,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"light_curves[5485, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18660.00,19179.00,1.00
"light_curves[5486, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,18334.00,14185.00,1.00
"light_curves[5486, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5486, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18687.00,19179.00,1.00
"light_curves[5487, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,21432.00,15954.00,1.00
"light_curves[5487, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5487, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18685.00,19188.00,1.00
"light_curves[5488, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23241.00,16047.00,1.00
"light_curves[5488, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5488, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18706.00,19189.00,1.00
"light_curves[5489, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23866.00,16305.00,1.00
"light_curves[5489, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5489, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18689.00,19189.00,1.00
"light_curves[5490, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24160.00,17127.00,1.00
"light_curves[5490, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5490, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18721.00,19202.00,1.00
"light_curves[5491, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24616.00,17486.00,1.00
"light_curves[5491, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5491, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18712.00,19191.00,1.00
"light_curves[5492, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25205.00,17685.00,1.00
"light_curves[5492, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5492, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18721.00,19185.00,1.00
"light_curves[5493, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25728.00,17526.00,1.00
"light_curves[5493, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5493, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18751.00,19236.00,1.00
"light_curves[5494, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25924.00,17626.00,1.00
"light_curves[5494, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5494, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18751.00,19236.00,1.00
"light_curves[5495, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25770.00,17562.00,1.00
"light_curves[5495, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5495, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18708.00,19249.00,1.00
"light_curves[5496, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25331.00,17334.00,1.00
"light_curves[5496, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5496, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18688.00,19262.00,1.00
"light_curves[5497, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24727.00,16807.00,1.00
"light_curves[5497, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5497, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18715.00,19237.00,1.00
"light_curves[5498, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24109.00,16370.00,1.00
"light_curves[5498, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5498, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18680.00,19202.00,1.00
"light_curves[5499, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23539.00,15874.00,1.00
"light_curves[5499, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5499, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18667.00,19209.00,1.00
"light_curves[5500, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23078.00,15674.00,1.00
"light_curves[5500, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5500, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18687.00,19216.00,1.00
"light_curves[5501, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22746.00,15510.00,1.00
"light_curves[5501, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5501, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18652.00,19104.00,1.00
"light_curves[5502, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22576.00,15460.00,1.00
"light_curves[5502, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5502, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18642.00,19104.00,1.00
"light_curves[5503, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22549.00,15512.00,1.00
"light_curves[5503, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5503, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18651.00,19104.00,1.00
"light_curves[5504, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22668.00,15336.00,1.00
"light_curves[5504, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5504, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18643.00,19104.00,1.00
"light_curves[5505, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22950.00,15856.00,1.00
"light_curves[5505, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5505, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18641.00,19104.00,1.00
"light_curves[5506, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23359.00,15613.00,1.00
"light_curves[5506, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5506, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18631.00,19104.00,1.00
"light_curves[5507, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23890.00,16286.00,1.00
"light_curves[5507, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5507, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18644.00,19104.00,1.00
"light_curves[5508, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24483.00,16482.00,1.00
"light_curves[5508, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5508, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18640.00,19104.00,1.00
"light_curves[5509, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25064.00,17514.00,1.00
"light_curves[5509, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5509, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18646.00,19104.00,1.00
"light_curves[5510, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25491.00,17627.00,1.00
"light_curves[5510, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5510, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18569.00,19119.00,1.00
"light_curves[5511, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25606.00,17551.00,1.00
"light_curves[5511, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5511, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18551.00,19101.00,1.00
"light_curves[5512, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25296.00,17024.00,1.00
"light_curves[5512, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5512, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18542.00,19114.00,1.00
"light_curves[5513, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24598.00,17085.00,1.00
"light_curves[5513, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5513, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18534.00,19127.00,1.00
"light_curves[5514, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23752.00,17020.00,1.00
"light_curves[5514, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5514, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18532.00,19134.00,1.00
"light_curves[5515, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23117.00,16748.00,1.00
"light_curves[5515, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5515, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18552.00,19150.00,1.00
"light_curves[5516, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22928.00,16561.00,1.00
"light_curves[5516, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5516, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18534.00,19150.00,1.00
"light_curves[5517, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23121.00,15433.00,1.00
"light_curves[5517, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5517, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18549.00,19144.00,1.00
"light_curves[5518, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23083.00,16564.00,1.00
"light_curves[5518, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5518, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18569.00,19150.00,1.00
"light_curves[5519, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22169.00,15454.00,1.00
"light_curves[5519, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5519, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18591.00,19152.00,1.00
"light_curves[5520, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,20944.00,14428.00,1.00
"light_curves[5520, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5520, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18570.00,19142.00,1.00
"light_curves[5521, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,12270.00,9947.00,1.00
"light_curves[5521, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5521, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18562.00,19154.00,1.00
"light_curves[5522, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,22677.00,16129.00,1.00
"light_curves[5522, 1]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5522, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18586.00,19166.00,1.00
"light_curves[5523, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5523, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5523, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5524, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5524, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5524, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5525, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5525, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5525, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5526, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5526, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5526, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5527, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5527, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5527, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5528, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5528, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5528, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5529, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5529, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5529, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5530, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5530, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5530, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5531, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5531, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5531, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5532, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5532, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5532, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5533, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5533, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5533, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5534, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5534, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5534, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5535, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5535, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5535, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5536, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5536, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5536, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5537, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5537, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5537, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5538, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5538, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5538, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5539, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5539, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5539, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5540, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5540, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5540, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5541, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5541, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5541, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5542, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5542, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5542, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5543, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5543, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5543, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5544, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5544, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5544, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5545, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5545, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5545, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5546, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5546, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5546, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5547, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5547, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5547, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5548, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5548, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5548, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5549, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5549, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5549, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5550, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5550, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5550, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5551, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5551, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5551, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5552, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5552, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5552, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5553, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5553, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5553, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5554, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5554, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5554, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5555, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5555, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5555, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5556, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5556, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5556, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5557, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5557, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5557, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5558, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5558, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5558, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5559, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5559, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5559, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5560, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5560, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5560, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5561, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5561, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5561, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5562, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5562, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5562, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5563, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5563, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5563, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5564, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5564, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5564, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5565, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5565, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5565, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5566, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5566, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5566, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5567, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5567, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5567, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5568, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5568, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5568, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5569, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5569, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5569, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5570, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5570, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5570, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5571, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5571, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5571, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5572, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5572, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5572, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5573, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5573, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5573, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5574, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5574, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5574, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5575, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5575, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5575, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5576, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5576, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5576, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5577, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5577, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5577, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5578, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
