,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"light_curves[5578, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5578, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5579, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5579, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5579, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5580, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5580, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5580, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5581, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5581, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5581, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5582, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5582, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5582, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5583, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5583, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5583, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5584, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5584, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5584, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5585, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5585, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5585, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5586, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5586, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5586, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5587, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5587, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5587, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5588, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5588, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5588, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5589, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5589, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5589, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5590, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5590, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5590, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5591, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5591, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5591, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5592, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5592, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5592, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5593, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5593, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5593, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5594, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5594, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5594, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5595, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5595, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5595, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5596, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5596, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5596, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5597, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5597, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5597, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5598, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5598, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5598, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5599, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5599, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5599, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5600, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5600, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5600, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5601, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5601, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5601, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5602, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5602, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5602, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5603, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5603, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5603, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5604, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5604, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5604, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5605, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5605, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5605, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5606, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5606, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5606, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5607, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5607, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5607, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5608, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5608, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5608, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5609, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5609, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5609, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5610, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5610, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5610, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5611, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5611, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5611, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5612, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5612, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5612, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5613, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5613, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5613, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5614, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5614, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5614, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5615, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5615, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5615, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5616, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5616, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5616, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5617, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5617, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5617, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5618, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5618, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5618, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5619, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5619, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5619, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5620, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5620, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5620, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5621, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5621, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5621, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5622, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5622, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5622, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5623, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5623, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5623, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5624, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5624, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5624, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5625, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5625, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5625, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5626, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5626, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5626, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5627, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5627, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5627, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5628, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5628, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5628, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5629, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5629, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5629, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5630, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5630, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5630, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5631, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5631, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5631, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5632, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5632, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5632, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5633, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5633, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5633, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5634, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5634, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5634, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5635, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5635, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5635, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5636, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5636, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5636, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5637, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5637, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5637, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5638, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5638, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5638, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5639, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5639, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5639, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5640, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5640, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5640, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5641, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5641, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5641, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5642, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5642, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5642, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5643, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5643, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5643, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5644, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5644, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5644, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5645, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5645, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5645, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5646, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5646, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5646, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5647, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5647, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5647, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5648, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5648, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5648, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5649, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5649, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5649, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5650, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5650, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5650, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5651, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5651, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5651, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5652, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5652, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5652, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5653, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5653, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5653, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5654, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5654, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5654, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5655, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5655, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5655, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5656, 0]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5656, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5656, 2]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5657, 0]",-0.00,0.00,-0.00,0.00,0.00,0.00,14771.00,13966.00,1.00
"light_curves[5657, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5657, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,20073.00,18164.00,1.00
"light_curves[5658, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,19824.00,14764.00,1.00
"light_curves[5658, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5658, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5659, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,18765.00,15117.00,1.00
"light_curves[5659, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5659, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5660, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,18323.00,14123.00,1.00
"light_curves[5660, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5660, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5661, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,21427.00,15796.00,1.00
"light_curves[5661, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5661, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5662, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23239.00,16059.00,1.00
"light_curves[5662, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5662, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5663, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23867.00,16319.00,1.00
"light_curves[5663, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5663, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5664, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24164.00,17096.00,1.00
"light_curves[5664, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5664, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5665, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24623.00,17486.00,1.00
"light_curves[5665, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5665, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5666, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25210.00,17718.00,1.00
"light_curves[5666, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5666, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5667, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25732.00,17526.00,1.00
"light_curves[5667, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5667, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5668, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25925.00,17626.00,1.00
"light_curves[5668, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5668, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5669, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25770.00,17562.00,1.00
"light_curves[5669, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5669, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5670, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,25328.00,17334.00,1.00
"light_curves[5670, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5670, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5671, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24725.00,16688.00,1.00
"light_curves[5671, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5671, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5672, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,24107.00,16370.00,1.00
"light_curves[5672, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
"light_curves[5672, 2]",-0.00,0.00,-0.00,0.00,0.00,0.00,18779.00,19300.00,1.00
"light_curves[5673, 0]",-0.00,0.00,-0.00,-0.00,0.00,0.00,23537.00,15874.00,1.00
"light_curves[5673, 1]",0.00,0.00,0.00,0.00,0.00,0.00,20000.00,20000.00,
